Name,Frequency,Confidence_Score,Meaning,Type,Score
subsequent,25,0.7,Name/epithet requiring verification,divine_epithet,17.5
successful,25,0.7,Name/epithet requiring verification,divine_epithet,17.5
steel,25,0.7,Name/epithet requiring verification,divine_epithet,17.5
submitted,25,0.7,Name/epithet requiring verification,divine_epithet,17.5
steals,25,0.7,Name/epithet requiring verification,divine_epithet,17.5
Sukla,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Sangamesvara,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Sudariana,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Sumitri,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Sustainer,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Sankar,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Sarnga,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Sickly,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Siman,21,0.8,Name/epithet requiring verification,proper_noun,16.8
Slr,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
Sthala,21,0.8,Name/epithet requiring verification,divine_epithet,16.8
sector,24,0.7,Name/epithet requiring verification,divine_epithet,16.799999999999997
sels,24,0.7,Name/epithet requiring verification,divine_epithet,16.799999999999997
sincere,24,0.7,Name/epithet requiring verification,divine_epithet,16.799999999999997
chant,24,0.7,Name/epithet requiring verification,divine_epithet,16.799999999999997
steadiness,24,0.7,Name/epithet requiring verification,divine_epithet,16.799999999999997
saga,24,0.7,Name/epithet requiring verification,divine_epithet,16.799999999999997
charge,24,0.7,Name/epithet requiring verification,proper_noun,16.799999999999997
severely,24,0.7,Name/epithet requiring verification,divine_epithet,16.799999999999997
sincerity,24,0.7,Name/epithet requiring verification,divine_relation,16.799999999999997
specifically,24,0.7,Name/epithet requiring verification,proper_noun,16.799999999999997
sunset,24,0.7,Name/epithet requiring verification,divine_epithet,16.799999999999997
sect,24,0.7,Name/epithet requiring verification,proper_noun,16.799999999999997
charms,23,0.7,Name/epithet requiring verification,divine_epithet,16.099999999999998
sant,23,0.7,Name/epithet requiring verification,proper_noun,16.099999999999998
satisfy,23,0.7,Name/epithet requiring verification,divine_epithet,16.099999999999998
streaks,23,0.7,Name/epithet requiring verification,divine_epithet,16.099999999999998
sustains,23,0.7,Name/epithet requiring verification,divine_epithet,16.099999999999998
street,23,0.7,Name/epithet requiring verification,divine_epithet,16.099999999999998
sheep,23,0.7,Name/epithet requiring verification,divine_epithet,16.099999999999998
shake,23,0.7,Name/epithet requiring verification,divine_epithet,16.099999999999998
spells,23,0.7,Name/epithet requiring verification,proper_noun,16.099999999999998
Spring,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Sidhyas,20,0.8,Name/epithet requiring verification,proper_noun,16.0
Cara,20,0.8,Name/epithet requiring verification,proper_noun,16.0
Satyamandira,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Setubandha,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Snina,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Sucarita,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Sutala,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Samudra,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Sank,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Sivayogin,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
Campaka,20,0.8,Name/epithet requiring verification,proper_noun,16.0
CaQ,20,0.8,Name/epithet requiring verification,divine_epithet,16.0
choice,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
sequence,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
cherish,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
shipped,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
seventyone,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
ships,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
slaves,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
subsidiary,22,0.7,Name/epithet requiring verification,proper_noun,15.399999999999999
settle,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
semi,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
supports,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
stale,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
sorry,22,0.7,Name/epithet requiring verification,divine_epithet,15.399999999999999
Svihi,19,0.8,Name/epithet requiring verification,divine_epithet,15.200000000000001
Sivaritri,19,0.8,Name/epithet requiring verification,proper_noun,15.200000000000001
Svimipu,19,0.8,Name/epithet requiring verification,proper_noun,15.200000000000001
Somanitha,19,0.8,Name/epithet requiring verification,divine_epithet,15.200000000000001
Suniti,19,0.8,Name/epithet requiring verification,divine_epithet,15.200000000000001
Camatkara,19,0.8,Name/epithet requiring verification,divine_epithet,15.200000000000001
Chowk,19,0.8,Name/epithet requiring verification,divine_epithet,15.200000000000001
Sarasvata,19,0.8,"Related to: Reed bed, birthplace of Kārttikeya",proper_noun,15.200000000000001
Samkalpa,19,0.8,Name/epithet requiring verification,proper_noun,15.200000000000001
Sad,19,0.8,Name/epithet requiring verification,divine_epithet,15.200000000000001
Samidhi,19,0.8,Name/epithet requiring verification,divine_epithet,15.200000000000001
Symbols,19,0.8,Name/epithet requiring verification,proper_noun,15.200000000000001
statements,21,0.7,Name/epithet requiring verification,divine_relation,14.7
suicide,21,0.7,Name/epithet requiring verification,divine_epithet,14.7
sinews,21,0.7,Name/epithet requiring verification,divine_epithet,14.7
speaking,21,0.7,Name/epithet requiring verification,divine_epithet,14.7
skill,21,0.7,Name/epithet requiring verification,proper_noun,14.7
shaU,21,0.7,Name/epithet requiring verification,divine_epithet,14.7
sandalwood,21,0.7,Name/epithet requiring verification,divine_epithet,14.7
cakes,21,0.7,Name/epithet requiring verification,divine_epithet,14.7
strange,21,0.7,Name/epithet requiring verification,proper_noun,14.7
stomach,21,0.7,Name/epithet requiring verification,divine_epithet,14.7
suppress,21,0.7,Name/epithet requiring verification,divine_relation,14.7
Svastika,18,0.8,Name/epithet requiring verification,sacred_place,14.4
Svamipu,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Sitting,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Chiyi,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Sittvika,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Svadhi,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Slt,18,0.8,Name/epithet requiring verification,proper_noun,14.4
Sporting,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Srava,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Srl,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Supan,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Sikalya,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Saivism,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Samaveda,18,0.8,Name/epithet requiring verification,proper_noun,14.4
Sanatlcumara,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Satrughna,18,0.8,Name/epithet requiring verification,proper_noun,14.4
Scented,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Seta,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Sur,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Svan,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Cheats,18,0.8,Name/epithet requiring verification,divine_epithet,14.4
Sivalinga,18,0.8,Name/epithet requiring verification,sacred_place,14.4
speedily,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
similarity,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
sheds,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
shoots,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
seniority,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
sions,20,0.7,Name/epithet requiring verification,proper_noun,14.0
categories,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
seizing,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
charter,20,0.7,Name/epithet requiring verification,proper_noun,14.0
causing,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
carries,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
sence,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
suspicion,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
significance,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
stolen,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
sweetmeat,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
spike,20,0.7,Name/epithet requiring verification,sacred_place,14.0
social,20,0.7,Name/epithet requiring verification,proper_noun,14.0
sprout,20,0.7,Name/epithet requiring verification,proper_noun,14.0
speaker,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
successively,20,0.7,Name/epithet requiring verification,sacred_place,14.0
stroyer,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
slew,20,0.7,Name/epithet requiring verification,divine_epithet,14.0
Sak,17,0.8,Name/epithet requiring verification,divine_epithet,13.600000000000001
Samvarta,17,0.8,Name/epithet requiring verification,divine_relation,13.600000000000001
Sanatkumira,17,0.8,Name/epithet requiring verification,divine_epithet,13.600000000000001
Swallows,17,0.8,Name/epithet requiring verification,divine_relation,13.600000000000001
Candramas,17,0.8,Name/epithet requiring verification,divine_epithet,13.600000000000001
Caru,17,0.8,Name/epithet requiring verification,divine_epithet,13.600000000000001
Stellar,17,0.8,Name/epithet requiring verification,divine_epithet,13.600000000000001
Sukta,17,0.8,Name/epithet requiring verification,divine_epithet,13.600000000000001
sisters,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
shores,19,0.7,Name/epithet requiring verification,proper_noun,13.299999999999999
calmness,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
sink,19,0.7,Name/epithet requiring verification,divine_relation,13.299999999999999
spaces,19,0.7,Name/epithet requiring verification,proper_noun,13.299999999999999
sizes,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
sures,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
sufficient,19,0.7,Name/epithet requiring verification,proper_noun,13.299999999999999
sweetness,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
suet,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
sits,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
slough,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
slow,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
sluggish,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
sprinkled,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
sportive,19,0.7,Name/epithet requiring verification,divine_epithet,13.299999999999999
Swarms,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
Sarhsara,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
Svar,16,0.8,Name/epithet requiring verification,sacred_place,12.8
Sanandana,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
Sikha,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
Singing,16,0.8,Name/epithet requiring verification,proper_noun,12.8
Sathbhu,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
Sahasra,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
Silada,16,0.8,Name/epithet requiring verification,divine_relation,12.8
Cakrapu,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
China,16,0.8,Name/epithet requiring verification,proper_noun,12.8
Sena,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
Sva,16,0.8,Name/epithet requiring verification,divine_epithet,12.8
chew,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
cats,18,0.7,Name/epithet requiring verification,proper_noun,12.6
scrip,18,0.7,Name/epithet requiring verification,proper_noun,12.6
salty,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
cheerful,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
successfully,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
sigh,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
slip,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
shameless,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
succession,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
strive,18,0.7,Name/epithet requiring verification,proper_noun,12.6
stopped,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
stigma,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
start,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
shells,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
sincerely,18,0.7,Name/epithet requiring verification,proper_noun,12.6
sprinkle,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
seductive,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
scene,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
sengers,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
SEVENTYFIVE,18,0.7,Name/epithet requiring verification,divine_epithet,12.6
Santa,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Sarilbara,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Svargaloka,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Carai,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Slumda,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
SoJ,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Siikta,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
CHAPl,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Sutra,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Sukanyi,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Chandas,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Suto,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Salmali,15,0.8,Name/epithet requiring verification,proper_noun,12.0
Sana,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Srimata,15,0.8,Name/epithet requiring verification,proper_noun,12.0
Sarilsira,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Sarni,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Sala,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Sumbha,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
Sol,15,0.8,Name/epithet requiring verification,divine_epithet,12.0
square,17,0.7,Name/epithet requiring verification,proper_noun,11.899999999999999
summoned,17,0.7,Name/epithet requiring verification,divine_epithet,11.899999999999999
sive,17,0.7,Name/epithet requiring verification,divine_epithet,11.899999999999999
subside,17,0.7,Name/epithet requiring verification,divine_epithet,11.899999999999999
surpasses,17,0.7,Name/epithet requiring verification,proper_noun,11.899999999999999
char,17,0.7,Name/epithet requiring verification,divine_epithet,11.899999999999999
sanc,17,0.7,Name/epithet requiring verification,divine_epithet,11.899999999999999
strict,17,0.7,Name/epithet requiring verification,divine_epithet,11.899999999999999
sportively,17,0.7,Name/epithet requiring verification,divine_epithet,11.899999999999999
structure,17,0.7,Name/epithet requiring verification,sacred_place,11.899999999999999
spends,17,0.7,Name/epithet requiring verification,divine_epithet,11.899999999999999
Saka,19,0.6,Name/epithet requiring verification,proper_noun,11.4
Sarhkalpa,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Susila,14,0.8,Name/epithet requiring verification,divine_relation,11.200000000000001
Saumya,14,0.8,Name/epithet requiring verification,proper_noun,11.200000000000001
Sivaiarman,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Sianda,14,0.8,Name/epithet requiring verification,proper_noun,11.200000000000001
Sivapura,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Sivaya,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Searching,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Sayugva,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Siitanandana,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Silta,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Sudar,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Suk,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Sahadeva,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Saila,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Sambara,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Sanctum,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Santanu,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Sarabha,14,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,11.200000000000001
Sirilba,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
SAanda,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Subhadrl,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Satyasandha,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Stha,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Ska,14,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",proper_noun,11.200000000000001
Strenuously,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Subduer,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Chinab,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
Cakratinha,14,0.8,Name/epithet requiring verification,divine_epithet,11.200000000000001
spreads,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
simple,16,0.7,Name/epithet requiring verification,divine_relation,11.2
summit,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
suppression,16,0.7,Name/epithet requiring verification,proper_noun,11.2
superhuman,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
slayers,16,0.7,Name/epithet requiring verification,proper_noun,11.2
sonless,16,0.7,Name/epithet requiring verification,divine_relation,11.2
silly,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
sentiment,16,0.7,Name/epithet requiring verification,proper_noun,11.2
streak,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
security,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
subsist,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
successive,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
saul,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
sectarian,16,0.7,Name/epithet requiring verification,proper_noun,11.2
stealer,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
cheat,16,0.7,Name/epithet requiring verification,proper_noun,11.2
SEVENTYNINE,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
showered,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
camels,16,0.7,Name/epithet requiring verification,divine_relation,11.2
SEVENTYEIGHT,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
serial,16,0.7,Name/epithet requiring verification,proper_noun,11.2
sentence,16,0.7,Name/epithet requiring verification,divine_epithet,11.2
Sriddhas,18,0.6,Name/epithet requiring verification,proper_noun,10.799999999999999
sta,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
stump,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
swept,15,0.7,Name/epithet requiring verification,sacred_place,10.5
supra,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
calculation,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
slaugh,15,0.7,Name/epithet requiring verification,proper_noun,10.5
soundly,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
snout,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
smallest,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
SIXTYFOUR,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
skilful,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
sheet,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
spies,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
swift,15,0.7,Name/epithet requiring verification,proper_noun,10.5
supply,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
stated,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
chasm,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
sazd,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
cavities,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
spouse,15,0.7,Name/epithet requiring verification,divine_epithet,10.5
Salera,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sanctorum,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sankhya,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sanas,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Samadhi,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sarikha,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sapi,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sval,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sailkha,13,0.8,Name/epithet requiring verification,proper_noun,10.4
Surhbha,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sudyumna,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sutasaid,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sarvatirtha,13,0.8,Name/epithet requiring verification,proper_noun,10.4
Sivi,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Svetaketu,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Saubhigya,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Carhpaka,13,0.8,Name/epithet requiring verification,sacred_place,10.4
Chastise,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sabari,13,0.8,Name/epithet requiring verification,proper_noun,10.4
Somatirtha,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Sooa,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Slianda,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Siyujya,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Siv,13,0.8,Name/epithet requiring verification,sacred_place,10.4
Simi,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Scorched,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Shattered,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Siddheivara,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Siiyujya,13,0.8,Name/epithet requiring verification,divine_epithet,10.4
Slander,17,0.6,Name/epithet requiring verification,proper_noun,10.2
Sutaja,17,0.6,Name/epithet requiring verification,proper_noun,10.2
carnal,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
swallowed,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
stronger,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
symbol,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
suitably,14,0.7,Name/epithet requiring verification,proper_noun,9.799999999999999
seventeenth,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
substances,14,0.7,Name/epithet requiring verification,proper_noun,9.799999999999999
calls,14,0.7,Name/epithet requiring verification,proper_noun,9.799999999999999
cheek,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
carrying,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
suck,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
session,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
shady,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
childless,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
streets,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
scat,14,0.7,Name/epithet requiring verification,proper_noun,9.799999999999999
SEVENTYSEVEN,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
serpentine,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
seasonal,14,0.7,Name/epithet requiring verification,divine_relation,9.799999999999999
secured,14,0.7,Name/epithet requiring verification,proper_noun,9.799999999999999
scorch,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
sentiments,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
soles,14,0.7,Name/epithet requiring verification,divine_relation,9.799999999999999
slightest,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
sported,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
sleeping,14,0.7,Name/epithet requiring verification,divine_epithet,9.799999999999999
Suvaroamukhari,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sravar,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Srt,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Chenab,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sanatkumiira,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Salutation,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
SAantla,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Speakers,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
SkandaPurll,12,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,9.600000000000001
Somavati,12,0.8,Name/epithet requiring verification,proper_noun,9.600000000000001
Sarilsara,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Somapas,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sigara,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
SJcanda,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sivakavaca,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Siiktas,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Santika,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sarhsira,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sarilvarta,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sefa,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Saubhagya,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Satyavrata,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Satananda,12,0.8,Name/epithet requiring verification,divine_relation,9.600000000000001
Saryiti,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sutik,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Candraya,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Selu,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sftta,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Caitraratha,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Cambay,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Caral,12,0.8,Name/epithet requiring verification,divine_epithet,9.600000000000001
Sankhatirtha,16,0.6,Name/epithet requiring verification,proper_noun,9.6
sing,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
speed,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
somewhat,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
starvation,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
suffering,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
category,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
chari,13,0.7,Name/epithet requiring verification,proper_noun,9.1
churn,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
camp,13,0.7,Name/epithet requiring verification,proper_noun,9.1
sible,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
sagt,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
slabs,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
