Name,Frequency,Confidence_Score,Meaning,Type,Score
SIXTYEIGHT,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
sources,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
sprang,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
staffs,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
survive,13,0.7,Name/epithet requiring verification,divine_epithet,9.1
Sauca,15,0.6,Name/epithet requiring verification,proper_noun,9.0
Suruci,15,0.6,Name/epithet requiring verification,proper_noun,9.0
Suhrdaya,11,0.8,Name/epithet requiring verification,proper_noun,8.8
Sukresvara,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Svamitirtha,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Sriiddha,11,0.8,Name/epithet requiring verification,divine_relation,8.8
Srikr,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Svimi,11,0.8,Name/epithet requiring verification,proper_noun,8.8
Subahu,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Sth,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Srisomesa,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Candrabhigi,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Caturyuga,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Sada,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Cak,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Saras,11,0.8,"Related to: Reed bed, birthplace of Kārttikeya",proper_noun,8.8
Sannihita,11,0.8,Name/epithet requiring verification,divine_relation,8.8
Sandhyl,11,0.8,Name/epithet requiring verification,proper_noun,8.8
Samsira,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Sakinis,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Sarayu,11,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,8.8
Siitaja,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Sastra,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Slu,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Sivesvara,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Siradi,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Silagrima,11,0.8,Name/epithet requiring verification,sacred_place,8.8
Siittvika,11,0.8,Name/epithet requiring verification,divine_relation,8.8
Sailesa,11,0.8,Name/epithet requiring verification,sacred_place,8.8
Sovereign,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
Satra,11,0.8,Name/epithet requiring verification,divine_epithet,8.8
sends,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
semblance,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
canvas,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
calumny,12,0.7,Name/epithet requiring verification,proper_noun,8.399999999999999
sects,12,0.7,Name/epithet requiring verification,proper_noun,8.399999999999999
satisfac,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
stows,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
choked,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
safe,12,0.7,Name/epithet requiring verification,divine_relation,8.399999999999999
sale,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
suspect,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
soulcd,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
spikes,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
statue,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
SIDS,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
solemnly,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
smearing,12,0.7,Name/epithet requiring verification,proper_noun,8.399999999999999
sluggishness,12,0.7,Name/epithet requiring verification,proper_noun,8.399999999999999
skins,12,0.7,Name/epithet requiring verification,sacred_place,8.399999999999999
sition,12,0.7,Name/epithet requiring verification,divine_relation,8.399999999999999
sings,12,0.7,Name/epithet requiring verification,divine_relation,8.399999999999999
chill,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
chews,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
chaotic,12,0.7,Name/epithet requiring verification,sacred_place,8.399999999999999
sexually,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
serpentess,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
successors,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
subsistence,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
submit,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
stroke,12,0.7,Name/epithet requiring verification,sacred_place,8.399999999999999
seldom,12,0.7,Name/epithet requiring verification,proper_noun,8.399999999999999
sold,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
senger,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
carefree,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
seriously,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
seniormost,12,0.7,Name/epithet requiring verification,divine_epithet,8.399999999999999
Samhita,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Samans,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sept,10,0.8,Name/epithet requiring verification,proper_noun,8.0
Sadyojata,8,1.0,Name/epithet requiring verification,proper_noun,8.0
Satisvara,10,0.8,Name/epithet requiring verification,proper_noun,8.0
Saturdays,10,0.8,Name/epithet requiring verification,proper_noun,8.0
Salya,10,0.8,Name/epithet requiring verification,proper_noun,8.0
Sflta,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sever,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sevt,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sabda,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Candrahari,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sarilbaditya,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Saritbhu,10,0.8,Name/epithet requiring verification,proper_noun,8.0
Sanatana,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sanitana,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sasin,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Satadru,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Samsara,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Cancer,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
CaJ,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Cao,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Cat,10,0.8,Name/epithet requiring verification,proper_noun,8.0
Caturyugas,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sarhjiia,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sarhvarta,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Siila,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sim,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sindhudvipa,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sini,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Siri,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Skand,10,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,8.0
Sknnda,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Somaloka,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Someivara,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sridhara,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sud,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sumitra,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sundari,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Svasti,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Sabaras,10,0.8,Name/epithet requiring verification,divine_epithet,8.0
Cage,10,0.8,Name/epithet requiring verification,proper_noun,8.0
Svimitirtha,13,0.6,Name/epithet requiring verification,proper_noun,7.8
Sima,13,0.6,Name/epithet requiring verification,proper_noun,7.8
Srlddha,13,0.6,Name/epithet requiring verification,proper_noun,7.8
sires,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
stare,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
scale,11,0.7,Name/epithet requiring verification,divine_relation,7.699999999999999
shaH,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
sprung,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
strenuous,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
syllabled,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
subtlest,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
supe,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
subsequently,11,0.7,Name/epithet requiring verification,proper_noun,7.699999999999999
subdued,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
strewn,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
steal,11,0.7,Name/epithet requiring verification,sacred_place,7.699999999999999
sprays,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
spiri,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
sounded,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
sorrows,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
strikes,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
candy,11,0.7,Name/epithet requiring verification,proper_noun,7.699999999999999
chain,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
saline,11,0.7,Name/epithet requiring verification,proper_noun,7.699999999999999
sancti,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
slaying,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
SIXTYFIVE,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
SIXTYONE,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
shoot,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
cally,11,0.7,Name/epithet requiring verification,proper_noun,7.699999999999999
slips,11,0.7,Name/epithet requiring verification,proper_noun,7.699999999999999
carpenter,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
stability,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
stalkers,11,0.7,Name/epithet requiring verification,divine_epithet,7.699999999999999
scrupulous,11,0.7,Name/epithet requiring verification,proper_noun,7.699999999999999
Cacii,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Candrasena,9,0.8,Name/epithet requiring verification,sacred_place,7.2
Cam,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Candrahasa,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sankalpa,9,0.8,Name/epithet requiring verification,proper_noun,7.2
Candresa,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sadhakas,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sadhyamrta,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sahasrak,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sahasrarjuna,9,0.8,Name/epithet requiring verification,proper_noun,7.2
Sakha,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sandhyas,9,0.8,Name/epithet requiring verification,proper_noun,7.2
Sarmi,9,0.8,Name/epithet requiring verification,sacred_place,7.2
Siitras,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sila,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sipping,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sivan,9,0.8,Name/epithet requiring verification,proper_noun,7.2
Sravai,9,0.8,Name/epithet requiring verification,proper_noun,7.2
Sriparvata,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sukresa,9,0.8,Name/epithet requiring verification,proper_noun,7.2
Sumedhas,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Supar,9,0.8,Name/epithet requiring verification,divine_relation,7.2
Suresvara,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sutras,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Suvarr,9,0.8,Name/epithet requiring verification,sacred_place,7.2
Suvela,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Svahi,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Svapnesvara,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Svayarilbhuva,9,0.8,Name/epithet requiring verification,divine_epithet,7.2
Sandipani,12,0.6,Name/epithet requiring verification,proper_noun,7.199999999999999
Sweets,12,0.6,Name/epithet requiring verification,proper_noun,7.199999999999999
Chennai,12,0.6,Name/epithet requiring verification,proper_noun,7.199999999999999
secluded,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
cherishes,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
saved,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
chop,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
calmly,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
canopy,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
caravan,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
scattered,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
charged,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
sellers,10,0.7,Name/epithet requiring verification,proper_noun,7.0
sen,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
calculate,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
serv,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
sesamum,10,0.7,Name/epithet requiring verification,proper_noun,7.0
SEVENTYFOUR,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
severity,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
shal,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
shaven,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
sheer,10,0.7,Name/epithet requiring verification,proper_noun,7.0
smaller,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
smiled,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
society,10,0.7,Name/epithet requiring verification,proper_noun,7.0
solid,10,0.7,Name/epithet requiring verification,proper_noun,7.0
sown,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
spare,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
studded,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
stray,10,0.7,Name/epithet requiring verification,proper_noun,7.0
stem,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
stuffs,10,0.7,Name/epithet requiring verification,proper_noun,7.0
sufficiently,10,0.7,Name/epithet requiring verification,sacred_place,7.0
survey,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
swiftly,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
symmetrical,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
sending,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
senility,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
separa,10,0.7,Name/epithet requiring verification,divine_epithet,7.0
Sinti,11,0.6,Name/epithet requiring verification,proper_noun,6.6
Sarpa,11,0.6,Name/epithet requiring verification,proper_noun,6.6
Sankranti,8,0.8,Name/epithet requiring verification,proper_noun,6.4
Sandhyis,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Samana,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Silva,8,0.8,Name/epithet requiring verification,proper_noun,6.4
Sill,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sikini,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
SkandaPura,8,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,6.4
Santana,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Syimika,8,0.8,Name/epithet requiring verification,proper_noun,6.4
Svarloka,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sooadri,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sor,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Stambhatirtha,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
SOkta,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Subihu,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sudha,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sula,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Simao,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sirasa,8,0.8,Name/epithet requiring verification,sacred_place,6.4
Sirnga,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sirs,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Stotra,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Carar,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sakuni,8,0.8,Name/epithet requiring verification,proper_noun,6.4
Camu,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Satis,8,0.8,Name/epithet requiring verification,divine_relation,6.4
Sayugvi,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Senani,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Showing,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Siddhesa,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Cakrin,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Cakrahari,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Candrabhaga,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sariljiii,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sailesvara,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sumeru,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sarhjiii,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Surendra,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sllanda,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Smasana,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Sodra,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
Saubhigyesvara,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
SAtmtla,8,0.8,Name/epithet requiring verification,proper_noun,6.4
Camatkira,8,0.8,Name/epithet requiring verification,divine_epithet,6.4
stole,9,0.7,Name/epithet requiring verification,sacred_place,6.3
casting,9,0.7,Name/epithet requiring verification,sacred_place,6.3
saves,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
saint,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
charmingly,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
chants,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
cavalry,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
steadfastness,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
careful,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
stipulation,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
sleeps,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
slays,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
stroys,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
strongly,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
smelling,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
smears,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
sorted,9,0.7,Name/epithet requiring verification,proper_noun,6.3
sour,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
scorpions,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
sciousness,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
scratch,9,0.7,Name/epithet requiring verification,proper_noun,6.3
shakes,9,0.7,Name/epithet requiring verification,sacred_place,6.3
singer,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
significant,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
SIXTYNINE,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
situ,9,0.7,Name/epithet requiring verification,sacred_place,6.3
suggestions,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
suppliant,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
swing,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
sway,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
spirituous,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
sreat,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
stupidity,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
strung,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
stantly,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
stead,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
steadfastly,9,0.7,Name/epithet requiring verification,divine_epithet,6.3
Sabha,10,0.6,Name/epithet requiring verification,sacred_place,6.0
Sibi,10,0.6,Name/epithet requiring verification,proper_noun,6.0
Calendar,10,0.6,Name/epithet requiring verification,proper_noun,6.0
Camac,10,0.6,Name/epithet requiring verification,proper_noun,6.0
Caturmukha,6,1.0,Name/epithet requiring verification,divine_epithet,6.0
Charit,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
CaJJ,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Cakradhara,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sahasrinika,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Churning,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sayana,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Shaking,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Shaving,7,0.8,Name/epithet requiring verification,proper_noun,5.6000000000000005
Siddheya,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Siitra,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Simaveda,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sintanu,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Saivas,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sanda,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Srimati,7,0.8,Name/epithet requiring verification,divine_relation,5.6000000000000005
Svapneivara,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Svami,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sutanandana,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sup,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Suddhi,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Srivai,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Savar,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Srikai,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Somanandin,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sniina,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Slipping,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sla,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sivayogins,7,0.8,Name/epithet requiring verification,divine_relation,5.6000000000000005
Sweeping,7,0.8,Name/epithet requiring verification,sacred_place,5.6000000000000005
Svayamvara,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sankukan,7,0.8,Name/epithet requiring verification,proper_noun,5.6000000000000005
Sannihati,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sarada,7,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,5.6000000000000005
Sarma,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Satasrnga,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sauti,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Svayambhuva,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sitala,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Svarr,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Cataka,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
Sivasannan,7,0.8,Name/epithet requiring verification,divine_epithet,5.6000000000000005
sensualist,8,0.7,Name/epithet requiring verification,proper_noun,5.6
seemed,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
shafts,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
sentences,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
smitten,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
SEVENTI,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
separateness,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
stacles,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
stir,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
stial,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
stower,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
severance,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
channels,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
chiJd,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
chores,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
chisel,8,0.7,Name/epithet requiring verification,proper_noun,5.6
chilliness,8,0.7,Name/epithet requiring verification,sacred_place,5.6
secretion,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
scribe,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
shades,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
spell,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
spotlessly,8,0.7,Name/epithet requiring verification,proper_noun,5.6
standstill,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
snakes,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
slaughtcr,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
sionate,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
shyness,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
sheaths,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
scabies,8,0.7,Name/epithet requiring verification,proper_noun,5.6
sacrifi,8,0.7,Name/epithet requiring verification,proper_noun,5.6
sturdy,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
stubborn,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
surmount,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
symbolic,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
sympathetically,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
spokt,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
stature,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
struction,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
superb,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
splend,8,0.7,Name/epithet requiring verification,divine_epithet,5.6
Sivatirtha,9,0.6,Name/epithet requiring verification,proper_noun,5.3999999999999995
Satinika,9,0.6,Name/epithet requiring verification,divine_relation,5.3999999999999995
Syama,9,0.6,Name/epithet requiring verification,proper_noun,5.3999999999999995
Suri,9,0.6,Name/epithet requiring verification,proper_noun,5.3999999999999995
Savana,9,0.6,Name/epithet requiring verification,proper_noun,5.3999999999999995
Subha,9,0.6,Name/epithet requiring verification,divine_relation,5.3999999999999995
Salhbhu,9,0.6,Name/epithet requiring verification,proper_noun,5.3999999999999995
Samiidhi,9,0.6,Name/epithet requiring verification,proper_noun,5.3999999999999995
Sitisaras,9,0.6,Name/epithet requiring verification,proper_noun,5.3999999999999995
siviiya,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
smithereens,7,0.7,Name/epithet requiring verification,divine_epithet,4.8999999999999995
